30.000000,28.200000,46.400000
29.640000,16.596000,60.845333
27.031200,-3.2066336,67.438358
20.983633,-24.463824,62.108062
11.894142,-38.288769,48.528834
1.8575598,-42.406450,36.832389
-6.9952422,-41.886455,33.292544
-13.973485,-40.308274,37.377060
-19.240443,-36.881504,46.648558
-22.768655,-28.967744,58.352964
-24.008473,-14.566466,68.431937
-22.120071,5.1390447,71.776606
-16.668248,24.403097,65.674999
-8.4539792,36.474559,54.037195
0.53172853,40.147426,44.988108
8.4548681,39.163817,43.015693
14.596658,35.841426,47.344021
18.845611,29.477436,55.282307
20.971976,18.604853,63.444324
20.498552,3.3660052,67.864237
17.072042,-13.044497,65.624776
11.048734,-25.630243,57.670863
3.7129390,-31.674148,48.931449
-3.3644783,-32.595009,43.969688
-9.2105844,-30.868515,43.817942
-13.542170,-27.337295,47.167327
-16.301195,-21.599205,52.055862
-17.360797,-13.324435,56.321406
-16.553525,-3.2243021,57.944054
-13.887680,6.7537769,55.921176
-9.7593888,14.373909,51.062827
-4.9327293,18.588012,45.533865
-0.22858098,19.946048,41.271600
3.8063449,19.607800,38.979262
6.9666360,18.379827,38.393049
9.2492742,16.564139,38.906331
10.712247,14.215343,39.895452
11.412866,11.382496,40.813260
11.406792,8.2301253,41.234691
10.771459,5.0462155,40.913094
9.6264101,2.1634341,39.818164
8.1338149,-0.15516452,38.111051
6.4760190,-1.7968895,36.053220
4.8214373,-2.8040078,33.897648
3.2963483,-3.3166304,31.819386
1.9737525,-3.5020984,29.903697
0.87858235,-3.5072049,28.170587
0.14248931E-002,-3.4400583,26.606529
-0.68687175,-3.3712175,25.187416
-1.2237409,-3.3424308,23.890399
-1.6474789,-3.3761639,22.698050
-1.9932159,-3.4833377,21.598730
-2.2912402,-3.6688532,20.585659
-2.5667628,-3.9352368,19.655881
-2.8404576,-4.2848796,18.809584
-3.1293420,-4.7212817,18.049827
-3.4477300,-5.2496060,17.382659
-3.8081052,-5.8767283,16.817569
-4.2218298,-6.6108712,16.368216
-4.6996381,-7.4608021,16.053444
-5.2518709,-8.4344759,15.898521
-5.8883919,-9.5368944,15.936536
-6.6180924,-10.766845,16.209727
-7.4478428,-12.112090,16.770327
-8.3806923,-13.542585,17.680089
-9.4130708,-15.001493,19.007075
-10.530755,-16.394484,20.817567
-11.703501,-17.579323,23.160223
-12.878666,-18.360584,26.039804
-13.975049,-18.498266,29.380210
-14.879693,-17.742531,32.983549
-15.452260,-15.904606,36.504495
-15.542729,-12.958241,39.472831
-15.025832,-9.1326940,41.395742
-13.847204,-4.9243969,41.932495
-12.062643,-0.96738679,41.059878
-9.8435915,2.2026938,39.103403
-7.4343345,4.3445872,36.584240
-5.0785501,5.5340576,33.987098
-2.9560286,6.0314920,31.612353
-1.1585245,6.1244266,29.569776
0.29806575,6.0383105,27.850815
1.4461147,5.9184336,26.401434
2.3405785,5.8462991,25.164533
3.0417226,5.8621058,24.096099
3.6057993,5.9823554,23.167591
4.0811105,6.2112022,22.363410
4.5071288,6.5470491,21.677667
4.9151129,6.9860196,21.111692
5.3292942,7.5234354,20.672477
5.7681225,8.1539772,20.371837
6.2452934,8.8709012,20.226002
6.7704150,9.6645012,20.255309
7.3492322,10.519907,20.483680
7.9833671,11.414292,20.937482
8.6695521,12.313660,21.643306
9.3983736,13.169581,22.624074
10.152615,13.916688,23.892910
10.905430,14.472308,25.444437
11.618805,14.740253,27.243935
12.243095,14.621139,29.216208
12.718704,14.030913,31.238170
12.981146,12.926589,33.141235
12.970234,11.333275,34.729741
12.642842,9.3608829,35.817392
11.986450,7.1969841,36.274095
11.028557,5.0695039,36.064802
9.8367465,3.1892512,35.259532
8.5072474,1.6972626,34.006461
7.1452505,0.64134830,32.481564
5.8444700,-0.11916583E-001,30.840866
4.6731927,-0.34374533,29.194627
3.6698051,-0.44852482,27.605452
2.8461391,-0.41059604,26.100241
2.1947921,-0.29424456,24.684856
1.6969848,-0.14283864,23.355414
1.3290201,0.17653954E-001,22.104944
1.0667469,0.17399382,20.926483
0.88819625,0.32142698,19.814116
0.77484239,0.46041186,18.763073
0.71195629,0.59434688,17.769511
0.68843440,0.72813316,16.830267
0.69637416,0.86736307,15.942678
0.73057194,1.0179440,15.104482
0.78804634,1.1860072,14.313783
0.86763850,1.3779945,13.569074
0.96970970,1.6008511,12.869302
1.0959380,1.8622818,12.213986
1.2492067,2.1710460,11.603393
1.4335746,2.5372801,11.038787
1.6543157,2.9728378,10.522799
1.9180201,3.4916372,10.059943
2.2327435,4.1099923,9.6573537
2.6081933,4.8468809,9.3258261
3.0559308,5.7240604,9.0812807
3.5895567,6.7658651,8.9467924
4.2248184,7.9983992,8.9553593
4.9795346,9.4476342,9.1535758
5.8731545,11.135610,9.6062815
6.9256456,13.073481,10.401970
8.1552126,15.249566,11.658044
9.5740832,17.610017,13.523550
11.181270,20.029791,16.174290
12.950974,22.273724,19.790831
14.815524,23.954585,24.504649
16.643336,24.511202,30.295729
18.216909,23.256807,36.838920
19.224889,19.571314,43.347520
19.294174,13.278801,48.560780
18.091099,5.0791593,51.094941
15.488711,-3.3786813,50.207629
11.715233,-10.190459,46.483260
7.3340945,-14.317364,41.616481
